8	0.5	26.5
64	0.6	94.7
512	1.9	28.5
4096	7.1	47.3
32768	46.1	56.3
262144	250	210.2
2097152	2391.6	1723.1
16777216	44793.6	26775.3
134217728	433727.1	232320.1
1073741824	12875946.3	8898529
8552241125	30616919.4	19095621.4
